System,System_ID,PACCAR_ID,Address,Name,City,Region,Country,Postal_Code
CASS,D,UNK,7001 UNIVERSAL COACH DR,MCI COACH,LOUISVILLE,KY,US,40258
PTS,,21654AA,7003 CHADWICK DRIVE,MILLS PRODUCTS,BRENTWOOD,TN,USA,37027
CASS,W,1904,7006 N GALENA ROAD,QUALITY METAL PRODUCTS,PEORIA,IL,US,61614
Winch,,1904,7006 N GALENA ROAD,QUALITY METAL PRODUCTS,PEORIA,IL,US,61614
PTS,,1904,7006 N GALENA ROAD,QUALITY METAL PRODUCTS,PEORIA,IL,USA,61614
CASS,T,UNK,7007 NORTH HIGH ST,HOLIDAY INN WORTHINGTON,WORTHINGTON,OH,US,43085
CASS,P,C520,7007 SANDOWN RD,MHC KENWORTH DENVER,DENVER,CO,US,80216
SAP S4,SAP S4,C520,7007 SANDOWN RD,MHC KW - DENVER,DENVER,CO,US,80216
PTS,,C520,7007 Sandown Rd,MHC Kenworth - Denver,DENVER,CO,USA,80216
SAP S4,SAP S4,306835,7007 WOODLAWN AVE NE,GRESS'S GREENLAKE CYCLE INC,SEATTLE,WA,US,98115
CASS,W,3570,7008 NORTHLAND DRIVE,CARL ZEISS INC,BROOKLYN PARK,MN,US,55428
PTS,,3570,7008 NORTHLAND DRIVE,CARL ZEISS INC,BROOKLYN PARK,MN,USA,55428
SAP S4,SAP S4,302280,7009 ALBERT PICK ROAD,NOREGON SYSTEMS INC,GREENSBORO,NC,US,27409
CASS,P,UNK,701 15TH AVE SE,FREIGHTLINER ST CLOUD,ST CLOUD,MN,US,56302
CASS,T,UNK,701 16TH AVE EAST,UNARCO MATERIAL HANDLING,SPRINGFIELD,TN,US,37172
SAP S4,SAP S4,303378,"701 5TH AVE, SUITE 5400",SEED INTELLECTUAL PROPERTY,SEATTLE,WA,US,98104
SAP S4,SAP S4,302780,701 5TH AVENUE SUITE 3500,UNITED NEGRO COLLEGE FUND INC,SEATTLE,WA,US,98104
CASS,T,PEN  SEA,701 6TH ST NW,PENINSULA SEATTLE,AUBURN,WA,US,98001
PTS,,PN03,701 6TH ST NW,Not Valid - C/O PENINSULA (AUB),AUBURN,WA,USA,98001
PTS,,PD17,701 6TH ST NW,Not Valid - C/O PENINSULA (AUBURN),AUBURN,WA,USA,98001
PTS,,PEN - SEA,701 6TH ST NW,PENINSULA - SEATTLE,AUBURN,WA,USA,98001
CASS,P,UNK,701 AUTOMATION DR,ELITE DIESEL,WINDOR,CO,US,80550
CASS,T,09539AA,701 BLACKHAWK DRIVE,JULIAN ELECTRIC,WESTMONT,IL,US,60559
PTS,,09539AA,701 BLACKHAWK DRIVE,JULIAN ELECTRIC,WESTMONT,IL,USA,60559
CASS,W,8503,701 BLUE RIDGE RD,GREGORY POOLE POWER SYS,RALEIGH,NC,US,27606
Winch,,8643,701 BROOKS AVE. SOUTH,DIGI-KEY CORPORATION,THIEF RIVER FALL,MN,US    ,56701
SAP S4,SAP S4,305162,701 BROOKS AVENUE SOUTH,DIGI-KEY CORPORATION,THIEF RIVER FALLS,MN,US,56701
CASS,T,UNK,701 CAMPBELL DR,MINCO,GREENEVILLE,TN,US,37743
CASS,P,UNK,701 CAPITOL PARKWAY,SANDERSON FARMS,BRYAN,TX,US,77807
CASS,P,UNK,701 CESAR E CHAVEZ AVE,LEE MACHINERY MOVERS,PONTIAC,MI,US,48340
CASS,P,UNK,701 CW STEVENS BL,PONDEROSA TRUCK SALES,GRAYSON,KY,US,41143
CASS,P,UNK,701 DESPENSARY RD,HALLIBURTON ENERGY SVC,BURNS FLAT,OK,US,73624
CASS,P,UNK,701 E 54TH ST N,CUMMINS CENTRAL POWER,SIOUX FALLS,SD,US,57104
CASS,P,UNK,701 E HWY 32,COPELAND,LEBANON,MO,US,65536
SAP S4,SAP S4,306388,701 EAST 64TH STREET,TACOMA STEEL SUPPLY INC,TACOMA,WA,US,98404
PTS,,28480AA,701 EAST PLANO PARKWAY,BARCLAY WHOLESALE DIV,PLANO,TX,USA,75074
CASS,T,28480AA,701 EAST PLANO PKWY NO 502,BARCLAY WHOLESALE DIV,PLANO,TX,US,75074
SAP S4,SAP S4,02543AA,701 ENTERPRISE DRIVE,BORG INDAK MFG - DELAVAN WI,DELAVAN,WI,US,53115
CASS,T,02543AA,701 ENTERPRISE DRIVE,INDAK MANUFACTURING CORP,DELAVAN,WI,US,53115
BAAN,BAAN,02543AA,701 ENTERPRISE DRIVE,INDAK MANUFACTURING CORPORATION,DELAVAN,WI,US    ,60062
PTS,,02543AA,701 ENTERPRISE DRIVE,INDAK MANUFACTURING CORP,DELAVAN,WI,USA,53115
CASS,P,UNK,701 INTERLAKE DR,INTERLAKE MECALUX,PONTIAC,IL,US,61764
CASS,W,2882,701 N 15TH STREET,PATTISON PRECISION PRODUCTS,BROKEN ARROW,OK,US,74012
CASS,P,UNK,701 N INDUSTRIAL BLVD,GABRIEL RIDE CONTROL,CHICKASHA,OK,US,73018
CASS,W,5780,701 N LILAC DR,TENNANT CO,MINNEAPOLIS,MN,US,55440
Winch,,2882,701 N. 15TH STREET,PATTISON PRECISION PRODUCTS,BROKEN ARROW,OK,US,74012
PTS,,2882,701 N. 15TH STREET,PATTISON PRECISION PRODUCTS,BROKEN ARROW,OK,USA,74012
Winch,,5780,701 N. LILAC DR. PO BOX 1452,TENNANT CO,MINNEAPOLIS,MN,US,55440-1452
PTS,,5780,701 N. LILAC DR. PO BOX 1452,TENNANT CO,MINNEAPOLIS,MN,USA,55440
SAP S4,SAP S4,306380,701 NORTH LILAC DRIVE,TENNANT SALES & SERVICE CO,MINNEAPOLIS,MN,US,55422
CASS,T,UNK,701 PERFORMANCE DR,CURBTENDER WAYNE,CEDAR FALLS,IA,US,5013
SAP S4,SAP S4,302010,701 POYDRAS STREET SUITE 5000,LISKOW AND LEWIS,NEW ORLEANS,LA,US,70139-5099
CASS,T,73210AB,701 RIVERSIDE DR,STUART HOSE,FORT WORTH,TX,US,76111
CASS,T,73210AB,701 RIVERSIDE DR,STUART HOSE,FORT WORTH,TX,US,76111
SAP S4,SAP S4,304417,701 RIVERSIDE DR,STUART HOSE,FORT WORTH,TX,US,76111
CASS,T,05259AA,701 S LOCUST,BINSWANGER GLASS COMPANY,DENTON,TX,US,76201
Winch,,8267,701 S MAIN ST,EMC PRECISION,SHERIDAN,IN,US,46069
CASS,T,11782AC,701 S ORCHARD,NATIONAL SEATING,SEATTLE,WA,US,98108
PTS,,11782AC,701 S ORCHARD,NATIONAL SEATING,SEATTLE,WA,USA,98108
CASS,T,17041AA,701 S ORCHARD ST PLANT IS C,NATIONAL SEATING,SEATTLE,WA,US,98108
PTS,,05259AA,701 S. LOCUST,BINSWANGER GLASS COMPANY,DENTON,TX,USA,76201
PTS,,17041AA,701 S. ORCHARD ST>  Plant is Closed,TRIM SYSTEMS - SEATTLE - CLOSED,SEATTLE,WA,USA,98108
SAP S4,SAP S4,304205,701 SAN MARCOS BLVD,SUPPLYWORKS,JACKSONVILLE,FL,US,32207
CASS,W,1833,701 SOUTH MAIN ST,BIDDLE PRECISION COMPONENTS,SHERIDAN,IN,US,46069
PTS,,1833,701 SOUTH MAIN ST.,BIDDLE PRECISION COMPONENTS,SHERIDAN,IN,USA,46069
PPD Australia,,6006920,701 SOUTH ORCHARD,Trim Systems,SEATTLE,WA,US    ,98108
CASS,P,UNK,701 US 31 S,BURNETTE FOODS INC,ELK RAPIDS,MI,US,49629
CASS,W,2414,701 WEST 4TH,GENERAL MANUFACTURING COMPANY,OKMULGEE,OK,US,74447
PTS,,2414,701 WEST 4TH / P O BOX 220,GENERAL MANUFACTURING COMPANY,OKMULGEE,OK,USA,74447
CASS,W,UNK,7010 NORTH LOOP EAST,HOLT CRANE & EQUIPMENT,HOUSTON,TX,US,77028
CASS,T,12310LB,7010 RIVERPORT DR,DYNACRAFT,LOUISVILLE,KY,US,40258
CASS,T,FEDEXTERM,7012 FM 3009,FEDEX FREIGHT,SCHERTZ,TX,US,78154
SAP S4,SAP S4,304566,7013 SOUTH STEMMONS,121 MARKETING COMPANY LLC,DENTON,TX,US,76208
CASS,P,UNK,7013 US HWY 522 SOUTH,BRIAN AUTO REPAIR AND TRAILER,MCVEYTOWN,PA,US,17051
CASS,T,Z512,7014 US HIGHWAY 60,MHC KENWORTH SPRINGFIELD,MOUNTAIN VIEW,MO,US,65548
SAP S4,SAP S4,304448,7015 FAIRBANKS NORTH,PARK ENVIRONMENTAL EQUIP LTD,HOUSTON,TX,US,77040
CASS,P,L524,7015 SCOTT HAMILTON,MHC TRUCK LEASING INC,LITTLE ROCK,AR,US,72209
CASS,T,UNK,7016 SOUTH 196TH STREET,INDUSTRIAL REPAIR SERVICE,KENT,WA,US,98032
CASS,T,UNK,7019 S 234TH ST BLDG C,VALIN CORP,KENT,WA,US,98032
CASS,P,UNK,702 COUNTY ROAD 442,VULCAN MATERIALS COMPANY,EASTLAND,TX,US,76448
CASS,T,UNK,702 E INDIANA AVE,KING FARMS,KOUTS,IN,US,46347
CASS,P,UNK,702 RAMSEY AVE,RLS TRANSPORTATION LLC,HILLSIDE,NJ,US,7205
SAP S4,SAP S4,302015,"702 S PERSIMMON ST, SUITE 3A",GRANAT TECHNICAL,TOMBALL,TX,US,77375
CASS,W,7768,702 S UTICA AVE,HAWLEY CO,TULSA,OK,US,74104
PTS,,7768,702 S. UTICA AVE,HAWLEY & CO.,TULSA,OK,USA,74104
PTS,,C263,702 Thomas,Central Illinois Trucks,BENSENVILLE,IL,USA,60106
CASS,P,C263,702 THOMAS,CENTRAL ILLINOIS TRUCKS,BENSONVILLE,IL,US,60106
SAP S4,SAP S4,302021,"7020 PORTWEST DRIVE, SUITE#140",BLUE RIBBON LEGALLLC,HOUSTON,TX,US,77024-0000
CASS,W,3383,7021 S MEMORIAL 126,DECK THE WALLS,TULSA,OK,US,74133
PTS,,3383,7021 S. MEMORIAL #126,DECK THE WALLS,TULSA,OK,USA,74133
SAP S4,SAP S4,302026,7023 PERIMETER ROAD SUITE #260,RELIABLE AIRCRAFT DETAILING,SEATTLE,WA,US,98108-0000
CASS,T,UNK,7025 FIRESTONE BLVD,MARIA MORALES,BUENA PARK,CA,US,90621
PTS,,21150AAT2H,"7029 B, Farrel Road SE",Spectra Premium-Calgary,CALGARY,AB,CA    ,T2H 0T3
CASS,T,UNK,7029 FLORIN PERKINS RD,PACIFIC TRUCK TANK INC,SACRAMENTO,CA,US,95828
SAP S4,SAP S4,W657,703 1/2 N IRIS,WAL-MART / MT PLEASANT,MT PLEASANT,IA,US,52641
CASS,P,UNK,703 ABBOTT ST,COMMERCIAL TRUCK CO,SALINAS,CA,US,93901
CASS,T,23587AA,703 CYPRESS CREEK RD,TNT SALES INC,CEDAR PARK,TX,US,78613
PTS,,23587AA,703 CYPRESS CREEK RD,TNT SALES INC,CEDAR PARK,TX,USA,78613
CASS,T,UNK,703 DOURO STREET,COOPER STANDARD,STRATFORD,ON,CA,N5A3T1
CASS,P,UNK,703 E WASHINGTON ST,EVERGREEN COLLISION CENTERS,SEQUIM,WA,US,98382
CASS,P,UNK,703 NURSERY RD,LINTHICUM FERNDALE AUTO B,LINTHICUM,MD,US,21090
CASS,P,N908,703 S BATTLEGROUND AVE,KERNS TRUCKING INC,GROVER,NC,US,28073
CASS,P,07759KC652,703 S CLEVELAND MASSILLON RD,VEYANCE TECHNOLOGIES,FAIRLAWN,OH,US,44333
PPD Australia,,6250270,703 S CLEVELAND-MASSILLON ROAD,EPD International Sales Corp (Veyance),FAIRLAWN,OH,US    ,44333
CASS,P,UNK,703 S WENATCHEE AVE,SALS PROFESSIONAL AUTO REPAIR,WENATCHEE,WA,US,98801
CASS,P,UNK,703 SRALAND BLVD S,THOMP SONS PAINT BODY SH Z 26,SARALAND,AL,US,36571
Winch,,2736,703 W 2ND,HOLLEMAN IRON & METAL,OKMULGEE,OK,US,74447
CASS,W,2736,703 W 2ND,HOLLEMAN IRON METAL,OKMULGEE,OK,US,74447
PTS,,2736,703 W 2ND,HOLLEMAN IRON & METAL,OKMULGEE,OK,USA,74447
CASS,P,K241076,7030 QUEENSFERRY DR SE,HIRSCHBACH,MABLETON,GA,US,30126
CASS,W,7678,7030 S YALE AVE STE 510,DEVRIES INTERNATIONAL,TULSA,OK,US,74136
CASS,W,4479,7030 S YALE SUITE 107,AMARCH CORP,TULSA,OK,US,74136
PTS,,7678,"7030 S. YALE AVE, STE #510",DEVRIES INTERNATIONAL,TULSA,OK,USA,74136
PTS,,4479,"7030 S. YALE, SUITE 107",AMARCH CORP,TULSA,OK,USA,74136
CASS,P,UNK,7030 W 70TH ST,KENWORTH OF LOUISIANA,SHREVEPORT,LA,US,71129
SAP S4,SAP S4,K965,7030 W 70TH ST,KENWORTH OF SOUTH LOUISIANA  L,SHREVEPORT,LA,US,71129
PTS,,K965,7030 West 70th ST,Kenworth of Louisiana,SHREVEPORT,LA,USA,71129
SAP S4,SAP S4,305293,7031 ORCHARD LAKE RD  #103,SARKIS TRANSPORT LLC,WEST BLOOMFIELD,MI,US,48322
CASS,T,08438AB,7031 S 193RD ST,RS HUGHES,KENT,WA,US,98031
SAP S4,SAP S4,302435,7031 SOUTH 193RD STREET,R.S. HUGHES CO INC,KENT,WA,US,98032
CASS,T,11234AA,7034 IL ROUTE 84 SOUTH,METFORM LLC,SAVANNA,IL,US,61074
CASS,T,UNK,7035 E 86TH STREET,DEFLECTO,INDIANAPOLIS,IN,US,46250
CASS,P,UNK,7035 ORDAN DRIVE,MANITOULIN WARHOUSING,MISSISSAUGA,ON,CA,L5T1Y1
CASS,P,C526034,70360 CTY RD 18,STEVES TRUCK AND EQUIPMENT,SCOTTSBLUFF,NE,US,69361
CASS,P,UNK,704 12TH AVE N E,BLACK TIGER RUELS,SLAVE LAKE,AB,CA,T0G2A1
SAP S4,SAP S4,304368,704 E WINTERGREEN RD,BRENNTAG SOUTHWEST INC,LANCASTER,TX,US,75134
SAP S4,SAP S4,10225AC,704 NORTH CLARK STREET,KNOEDLER MFG,ALBION,MI,US,49224
BAAN,BAAN,10225AC,704 NORTH CLARK STREET,KNOEDLER MFG,ALBION,MI,US    ,49224
CASS,D,UNK,704 W CUMBERLAND ST,PARKER HANNIFIN CORP,LEWISBURG,OH,US,45338
CASS,W,5779,7041 EAST 15TH STREET,GLOBAL PRESS,TULSA,OK,US,74112
PTS,,5779,7041 EAST 15TH STREET,GLOBAL PRESS,TULSA,OK,USA,74112
SAP S4,SAP S4,304538,7042 LONG DR,DRACO SPRINGS MFG CO,HOUSTON,TX,US,77087-0420
CASS,P,UNK,70459 HIGHWAY 59,STRANCO INC,ABITA SPRINGS,LA,US,70420
CASS,P,UNK,705 6TH AVE N,SKUBIC BROTMERS,VIRGINIA,MN,US,55792
CASS,T,90993,705 AIRPORT RD S,STEVENS TRUCK CENTER,DODGE CENTER,MN,US,55927
CASS,P,UNK,705 BRASELTON IND BLVD,ULINE GEORGIA,BRASELTON,GA,US,30517
CASS,P,UNK,705 DEERFIELD RD,DEERFIELD HUTTERIAN BRETHREN,LEWISTOWN,MT,US,59457
SAP S4,SAP S4,302995,705 KILDOW CT,DEBBIE VAUGHN,ASHVILLE,OH,US,43103
CASS,T,UNK,705 N FAYETTE STREET,TRW AUTOMOTIVE,FAYETTE,OH,US,43521
CASS,W,2775,705 S 11TH,DOSS PAINTING INC,BROKEN ARROW,OK,US,74012
PTS,,2775,705 S. 11TH,DOSS PAINTING INC,BROKEN ARROW,OK,USA,74012
SAP S4,SAP S4,301595,"705 SECOND AVE, SUITE 300",WASHINGTON TRAILS ASSOCIATION,SEATTLE,WA,US,98104
CASS,P,UNK,705 W SECOND ST,VERPLANK TRUCKING,FERRYSBURG,MI,US,49409
CASS,T,20448AH,705 WILSON PKWY,ORBIS CORP,BARDSTOWN,KY,US,40004
SAP S4,SAP S4,306099,7050 CHEMIN ST-FRANCOIS,TLS LOCATION DE REMORQUES,MONTREAL,QC,CA,H4S 1B7
PTS,,20762AA487,7050 Hartley St,Huron Casting Inc,PIGEON,MI,USA,48755
CASS,P,20762AA487,7050 HARTLEY STREET,HURON CASTING INC,PIGEON,MI,US,48755
CASS,T,20762AA,7050 HARTLEY STREET,HURON CASTING INC,PIGEON,MI,US,48755
SAP S4,SAP S4,20762AA,7050 HARTLEY STREET,HURON CASTING INC,PIGEON,MI,US,48755
PTS,,20762AA,7050 HARTLEY STREET,HURON CASTING INC,PIGEON,MI,USA,48755
BAAN,BAAN,20762AA,7050 HARTLEY STREET P.O. BOX 679,HURON CASTING,PIGEON,MI,US    ,48755
CASS,T,UNK,7050 TELFORD WAY,VACUUM PRODUCTS,MISSISSAUGA,ON,CA,L5S1V7
PTS,,4654,7050 WINKLER ROAD #103,HARVEY SOFTWARE INC,FORT MYERS,FL,USA,33919
CASS,T,4654,7050 WINKLER ROAD 103,HARVEY SOFTWARE INC,FORT MYERS,FL,US,33919
CASS,T,4654,7050 WINKLER ROAD 103,HARVEY SOFTWARE INC,FORT MYERS,FL,US,33919
CASS,P,UNK,7051 COUNTRY ROAD 9,STEER ENTERPRISES,STAYNER,ON,CA,L0M1S0
CASS,P,I136 001,7056 PORTAL WAY UNIT N 4,AIRTRUCK FREIGHT COLE INT L,FERNDALE,WA,US,98248
CASS,P,P11626,7057 HWY 384,HAWKEYE TRUCK TRAILER,NEWPORT,AR,US,72112
CASS,P,UNK,70578 HERN LINE,C W PRANCE TRUCKING,WOODHAM,ON,CA,N0K2A0
SAP S4,SAP S4,W687,706 1/2 SW BOWEN MILL RD,WAL-MART - DOUGLAS,DOUGLAS,GA,US,31533
CASS,P,V928010,706 BROADWAY ST,BOSTON CONCRETE,LOWELL,MA,US,1854
CASS,T,78580AA,706 DALLAS DR,CLC BUSINESS PRODUCTS,DENTON,TX,US,76202
PTS,,78580AA,706 Dallas Dr,CLC BUSINESS PRODUCTS,DENTON,TX,USA,76202-0278
CASS,W,5415,706 E DELL ROAD SUITE 207,INFORMATIVE GRAPHICS,PHOENIX,AZ,US,85022
PTS,,5415,"706 E. DELL ROAD, SUITE 207",INFORMATIVE GRAPHICS,PHOENIX,AZ,USA,85022
CASS,T,UNK,706 LANE ST,LEWCO INC,SANDUSKY,OH,US,44870
CASS,T,04088AB,706 N SECREST AVE,CONSOLIDATED METRO,MONROE,NC,US,28110
SAP S4,SAP S4,306669,706 NOTH 67TH STREET,MATT HAGEN,SEATTLE,WA,US,98103-5314
CASS,T,UNK,706 PHILLADELPHIA ROAD UNIT,JB HUNT BAZTIMORS,JOPPA,MD,US,21085
CASS,P,UNK,706 S DALLAS PKWY,REDIMIX,PROSPER,TX,US,75078
CASS,T,04376AA,706 SPENCE LANE,CUMMINS CUMBERLAND INC,NASHVILLE,TN,US,37217
PTS,,04376AA,706 SPENCE LANE,CUMMINS CUMBERLAND INC,NASHVILLE,TN,USA,37217
SAP S4,SAP S4,P360,7061 ALBERT PICK RD,PIEDMONT PB,GREENSBORO,NC,US,27409
CASS,P,P360,7061 ALBERT PICK RD,PIEDMONT PETERBILT INC,GREENSBORO,NC,US,27409
PTS,,P360,7061 Albert Pick Rd,"Piedmont Peterbilt, Inc.",GREENSBORO,NC,USA,27409
CASS,T,79620AA,7061 EAST PLEASANT VALLEY RD,TPC WIRE CABLE,INDEPENDENCE,OH,US,44131
PTS,,79620AA,7061 EAST PLEASANT VALLEY RD,TPC WIRE & CABLE,INDEPENDENCE,OH,USA,44131
CASS,T,FEDEXTERM,7066 CARGO RD,FEDEX,COLUMBUS,OH,US,43202
CASS,T,FEDEXTERM,7068 CARDO RD,FEDEX,COLUMBUS,OH,US,43217
CASS,P,UNK,707 9TH AVE NW,RAUENS PRECISION MACHINING,FARLEY,IA,US,52046
CASS,T,50011AD,707 BROADVIEW DR,BLACHFORD RP CORP,KINGS MOUNTAIN,NC,US,28086
CASS,P,50011AD280,707 BROADVIEW DR,BLACHFORD RP CORP,KINGS MOUNTAIN,NC,US,28086
PTS,,50011AD,707 BROADVIEW DR.,BLACHFORD RP CORP.,KINGS MOUNTAIN,NC,USA,28086
PTS,,50011AD280,707 Broadview Dr.,Blachford RP Corp.,KINGS MOUNTAIN,NC,USA,28086
SAP S4,SAP S4,W040,707 CHEROKEE LANE,WORLDWIDE KW OF SC-W COLUMBIA,WEST COLUMBIA,SC,US,29169
CASS,P,W040,707 CHEROKEE LN,WORLDWIDE KW OF SOUTH CAROLINA,WEST COLUMBIA,SC,US,29169
CASS,P,W040,707 CHEROKEE LN,WORLDWIDE KW OF SOUTH CAROLINA,WEST COLUMBIA,SC,US,29169
PTS,,W040,707 Cherokee Ln,Worldwide KW of South Carolina,WEST COLUMBIA,SC,USA,29169
SAP S4,SAP S4,306770,707 CROSSROADS COURT,INTEVA PRODUCTS LLC,VANDALIA,OH,US,45377
CASS,T,21402AI,707 CROSSROADS CT,INTEVA PRODUCTS LLC,VANDALIA,OH,US,45377
CASS,P,UNK,707 DISPLAY WAY,NORCAL KENWORTH SACREMENTO,DEL PASO,CA,US,95838
CASS,P,UNK,707 DISPLAY WAY,CAR PARTS,MAUMEE,OH,US,43532
CASS,P,B420,707 DISPLAY WAY,NORCAL KENWORTH SACRAMENTO,SACRAMENTO,CA,US,95838
SAP S4,SAP S4,B420,707 DISPLAY WAY,NORCAL KENWORTH SACRAMENTO,SACRAMENTO,CA,US,95838
PTS,,B420,707 Display Way,Norcal Kenworth-Sacramento,SACRAMENTO,CA,USA,95838
SAP S4,SAP S4,301188,707 ENTERPRISE DRIVE,COASTAL INSTRUMENT AND ELECTRONICS,BURGAW,NC,US,28425-0000
CASS,P,Z171 001,707 HENDERSON RD,WILEY SANDERS TRUCK LINE,TROY,AL,US,36081
CASS,T,6992,707 LIND AVENUE SW,DCG WEST,RENTON,WA,US,98057
CASS,T,UNK,707 N FIRST AVE,WARREN INC,COLLINS,MS,US,39428
CASS,P,C259053,707 N STATE ST,FREEBURG AUTO BODY,FREEBURG,IL,US,62243
CASS,T,20154AA,707 SOUTH HIGHWAY 67,P W QUALITY MACHINE,CEDAR HILL,TX,US,75104
BAAN,BAAN,20154AA,707 SOUTH HIGHWAY 67,P & W QUALITY MACHINE,CEDAR HILL,TX,US    ,75104
PTS,,20154AA,707 SOUTH HIGHWAY 67,P & W QUALITY MACHINE,CEDAR HILL,TX,USA,75104
CASS,P,C675 013,707 STOWERSVILLE RD,PIERCE S SERVICE STATION INC,LEWIS,NY,US,12950
SAP S4,SAP S4,304627,"707 WILSHIRE BLVD, STE 1400",KENNERLY LAMISHAW & ROSSI,LOS ANGELES,CA,US,99017
SAP S4,SAP S4,50561VA,7070 GOLF COURSE DRIVE,STANDARD MOTOR,DISPUTANTA,VA,US,23842
PTS,,50561VA,7070 GOLF COURSE DRIVE,STANDARD MOTOR PRODUCTS,DISPUTANTA,VA,USA,23842
CASS,P,UNK,7070 ORANGEBURG ROAD,FANNIN TRUCKING,MAYSVILLE,KY,US,41056
SAP S4,SAP S4,306575,7071 SOLUTIONS CENTER,ORSCHELN PRODUCTS LLC,CHICAGO,IL,US,60677
CASS,T,20762AA,7075 HARTLEY ST,HURON CASTING,PIGEON,MI,US,48755
SAP S4,SAP S4,302031,7076 SOLUTIONS CENTER,ADDISON PROFESSIONAL FINANCIAL,CHICAGO,IL,US,60677
CASS,P,K008057,7076 WELLINGTON RD,ROYAL STAINLESS STEEL TANK,GUELPH,ON,CA,N1H6K9
CASS,T,79872AA,70764 ST RT 124,STEELIAL CONSTRUCTION,VINTON,OH,US,45686
PTS,,79872AA,70764 ST RT 124,STEELIAL CONSTRUCTION,VINTON,OH,USA,45686
SAP S4,SAP S4,303826,708 CRESTVIEW DR,TIM EWOLDT INC,TRAER,IA,US,50675
CASS,W,UNK,708 E 25TH ST,BALTIMORE HYDRAULICS INC,BALTIMORE,MD,US,21218
CASS,P,T616,708 GIL HARBIN BLVD,TRANS POWER INC,VALDOSTA,GA,US,31601
SAP S4,SAP S4,T616,708 GIL HARBIN BLVD,TRANS POWER VALDOSTA,VALDOSTA,GA,US,31601
PTS,,T616,708 Gil Harbin Blvd,"Trans Power, Inc.",VALDOSTA,GA,USA,31601
CASS,P,UNK,708 GILL HARBIN IND BLVD,TRANSPOWER INC,MINEOLA,GA,US,31601
CASS,P,T616,708 INDUSTRIAL BLVD,TRANS POWER VALDOSTA,VALDOSTA,GA,US,31601
CASS,T,10848AE,708 LOWELL STREET,PLASTO TECH CORPORATION,ELYRIA,OH,US,44035
PTS,,10848AE,708 LOWELL STREET,PLASTO-TECH CORPORATION,ELYRIA,OH,USA,44035
PTS,,14941AA,708 LOWELL STREET,PLASTO-TECH CORPORATION,ELYRIA,OH,USA,44035
CASS,P,UNK,708 S 10TH ST,CLIFF MACKY,HIAWATHA,KS,US,66434
CASS,W,5447,708 W ELGIN,RENTAL SERVICE CORP,BROKEN ARROW,OK,US,74012
Winch,,5447,708 W ELGIN,RENTAL SERVICE CORP,BROKEN ARROW,OK,US,74012
PTS,,5447,708 W ELGIN,RENTAL SERVICE CORP,BROKEN ARROW,OK,USA,74012
CASS,D,UNK,7080 EUDORA DR,VOGEL TRUCK SALES,COMMERCE CITY,CO,US,80022
CASS,P,UNK,7089 GREEN VALLEY RD,LEWS TRUCK,MOUNT VERNON,OH,US,43050
SAP S4,SAP S4,302036,7089 VIOLET VEIL CT,JANE M. FERRANTE,DUBLIN,OH,US,43016
SAP S4,SAP S4,303397,709 CR 211,SHAWN SIMMONS,GAINESVILLE,TX,US,76240
SAP S4,SAP S4,304481,709 DALLAS DR,XTREME UPHOLSTERY LLC,DENTON,TX,US,76205
CASS,T,15522BA,709 LYONS ROAD,TRW,PORTLAND,MI,US,48875
CASS,W,4471,709 N 41ST ST E,ORKIN PEST CONTROL,MUSKOGEE,OK,US,74403
Winch,,4471,709 N. 41ST ST. E.,ORKIN PEST CONTROL,MUSKOGEE,OK,US,74403
PTS,,4471,709 N. 41ST ST. E.,ORKIN PEST CONTROL,MUSKOGEE,OK,USA,74403
SAP S4,SAP S4,303832,709 POPLAR ST,TRIPLE J TRUCKING,RIDGEWAY,MO,US,64481
CASS,T,20984AA0A,709 SOUTH 234TH ST,VALIN CORP,WHITE CENTER,WA,US,98106
CASS,D,UNK,7090 EDINBORO RD,CAPLUGS ERIE,ERIE,PA,US,16509
CASS,T,RLTERM,71 68,R L TRANSPORT,WILMINGTON,OH,US,45177
CASS,W,UNK,71 AUBURN DR SW,PUCKETT MACHINERY,BOGUE CHITTO,MS,US,39629
CASS,T,79831AA,71 GLEEN WAY SUITE 3,PACIFIC PNEUMATIC TOOLS,SAN CARLOS,CA,US,94070
PTS,,79831AA,71 GLEEN WAY SUITE 3,PACIFIC PNEUMATIC TOOLS,SAN CARLOS,CA,USA,94070
CASS,P,UNK,71 MAPLE ST,NATIONAL LUMBER,MANSFIELD,MA,US,2048
CASS,T,UNK,71 RUE INDUSTRIELLE,LUSSIER METAL MULTIFORME,DELSON,QC,CA,J5B1V9
SAP S4,SAP S4,302695,710 9TH AVENUE,FULCRUM FOUNDATION,SEATTLE,WA,US,98104
CASS,T,UNK,710 CAMPBELL DR,CSN,GREENEVILLE,TN,US,37743
CASS,T,UNK,710 CAMPBELL DR,DONALDSON INC C/O WEEMS CARTAGE,GREENVILLE,TN,US,37745
CASS,P,UNK,710 COTTAGE ST,C&S WHOLESALE GROCERS,SPRINGFIELD,MA,US,1104
CASS,T,UNKN,710 DUNCAN REDVILLE RD,CONTEC DISTRIBUTION CENTER,DUNCAN,SC,US,29334
SAP S4,SAP S4,303506,710 EXETER RD,MATHEWS TRANSPORTATION INC,BLUFFS,IL,US,62621
SAP S4,SAP S4,301867,710 KIPLING STREET SUITE 400,COMTECH SERVICESINC,DENVER,CO,US,80215
